,PDB ID,Antigen Name,Organism,PDB Name,All PDB ID,Length,Set,Sample weight
148,6k41_AB,guanine nucleotide-binding protein g(o) subunit alpha | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 ,homo sapiens | mus musculus,cryo-em structure of alpha2bar-goa complex,6k41_AB,546,Fold 1,0.25
149,2kh2_A,interleukin-1 beta,homo sapiens,solution structure of a scfv-il-1b complex,2kh2_A,153,Fold 1,0.00308641975308642
150,7kml_C,spike glycoprotein,severe acute respiratory syndrome coronavirus2 ,cryo-em structure of sars-cov-2 spike in complex with fab 15033-7  three rbds bound,7kml_C,1034,Fold 1,0.00308641975308642
151,6mwx_F,e2,eastern equine encephalitis virus,cryoem structure of chimeric eastern equine encephalitis virus with fab of eeev-69 antibody,6mwx_F,325,Fold 1,0.025
152,4d9r_A,complement factor d,homo sapiens,inhibiting alternative pathway complement activation by targeting the exosite on factor d,4d9r_A,228,Fold 1,0.022727272727272728
153,6aj7_BC,capsid protein vp3 | capsid protein vp2,enterovirus d68 | enterovirus d68,the structure of enterovirus d68 mature virion in complex with fab 15c5,6aj7_BC,480,Fold 1,1.0
154,3hae_AC,hla class i histocompatibility antigen  a-2 alpha chain | nyeso-1 peptide,homo sapiens | ,rational development of high-affinity t-cell receptor-like antibodies,3hae_AC,285,Fold 1,0.047619047619047616
155,7kfw_B,surface glycoprotein,severe acute respiratory syndrome coronavirus2 ,structural basis for a germline-biased antibody response to sars-cov-2 (rbd:c1a-b3 fab),7kfw_B,195,Fold 1,0.000512295081967213
156,7kxk_A,spike glycoprotein,severe acute respiratory syndrome coronavirus2 ,"sars-cov-2 spike protein in complex with fab 15033-7  2-""up""-1-""down"" conformation",7kxk_A,1024,Fold 1,0.0023148148148148147
157,7lqv_A,spike glycoprotein,severe acute respiratory syndrome coronavirus2 ,cryo-em structure of ntd-directed neutralizing antibody 4-8 fab in complex with sars-cov-2 s2p spike,7lqv_A,1092,Fold 1,0.04166666666666666
158,6mui_J,e2,eastern equine encephalitis virus,cryoem structure of chimeric eastern equine encephalitis virus with fab of eeev-42 antibody,6mui_J,325,Fold 1,0.025
159,7cak_C,spike glycoprotein,severe acute respiratory syndrome coronavirus2 ,sars-cov-2 s trimer with three rbd in the open state and complexed with three h014 fab,7cak_C,1028,Fold 1,0.00308641975308642
160,7neg_E,surface glycoprotein,severe acute respiratory syndrome coronavirus2 ,crystal structure of the n501y mutant receptor binding domain of sars- cov-2 spike glycoprotein in complex with covox-269 fab,7neg_E,183,Fold 1,0.001736111111111111
161,6d6t_D,gamma-aminobutyric acid receptor subunit alpha-1 gamma-aminobutyric acid receptor subunit alpha-1 ,homo sapiens,human gaba-a receptor alpha1-beta2-gamma2 subtype in complex with gaba and flumazenil  conformation b,6d6t_D,337,Fold 1,0.05
162,6bfq_K,granulocyte-macrophage colony-stimulating factor,homo sapiens,the mechanism of gm-csf inhibition by human gm-csf auto-antibodies,6bfq_K,102,Fold 1,0.1
163,2kh2_A,interleukin-1 beta,homo sapiens,solution structure of a scfv-il-1b complex,2kh2_A,153,Fold 1,0.00308641975308642
164,6ot0_AB,guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 ,homo sapiens | homo sapiens,structure of human smoothened-gi complex,6ot0_AB,693,Fold 1,0.25
165,3s36_X,vascular endothelial growth factor receptor 2,homo sapiens,structural basis for the function of two anti-vegf receptor antibodies,3s36_X,112,Fold 1,0.3333333333333333
166,1hez_E,protein l,finegoldia magna,antibody-antigen complex,1hez_E,61,Fold 1,0.25
167,6cmo_AB,guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 ,homo sapiens | rattus norvegicus,rhodopsin-gi complex,6cmo_AB,694,Fold 1,0.25
168,7cmu_AB,guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 ,homo sapiens | homo sapiens,dopamine receptor d3r-gi-pramipexole complex,7cmu_AB,562,Fold 1,0.017857142857142856
169,7czp_C,spike glycoprotein,severe acute respiratory syndrome coronavirus2 ,s protein of sars-cov-2 in complex bound with p2b-1a1,7czp_C,1004,Fold 1,0.0006105006105006105
170,3gjf_AC,hla class i histocompatibility antigen  a-2alpha chain  | nyeso-1 peptide,homo sapiens | ,rational development of high-affinity t-cell receptor-like antibodies,3gjf_AC,285,Fold 1,0.047619047619047616
171,4aei_B,alpha-mammal toxin aah2,androctonus australis hector,crystal structure of the aahii-fab4c1 complex,4aei_B,64,Fold 1,0.3333333333333333
172,7cwu_B,spike glycoprotein,severe acute respiratory syndrome coronavirus2 ,sars-cov-2 spike proteins trimer in complex with p17 and fc05 fabs cocktail,7cwu_B,1076,Fold 1,0.006944444444444444
173,6n4b_AB,guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 ,homo sapiens | homo sapiens,cannabinoid receptor 1-g protein complex,6n4b_AB,556,Fold 1,0.04166666666666666
174,7l02_A,spike glycoprotein,severe acute respiratory syndrome coronavirus2 ,cryo-em structure of sars-cov-2 2p s ectodomain bound to one copy of domain-swapped antibody 2g12,7l02_A,972,Fold 1,0.0022675736961451248
175,5tr1_A,chloride channel protein,bos taurus,cryo-electron microscopy structure of a bovine clc-k chloride channel  alternate (class 2) conformation,5tr1_A,606,Fold 1,0.25
176,3jbq_F,phosphodiesterase 5/6 chimera catalytic domain,bos taurus,domain organization and conformational plasticity of the g protein effector  pde6,3jbq_F,328,Fold 1,0.25
177,7dd2_C,sars-cov2-s protein,severe acute respiratory syndrome coronavirus2 ,s-3c1-f2 structure  two rbds are up and one rbd is down  the two up rbd bind with a 3c1 fab.,7dd2_C,1061,Fold 1,0.0023148148148148147
178,7dk7_A,sars-cov-2 s protein,severe acute respiratory syndrome coronavirus2 ,s-2h2-f3b structure  three rbds are up and each rbd binds with a 2h2 fab.,7dk7_A,1060,Fold 1,0.0011574074074074071
179,6p91_Aa,unknown | pre-glycoprotein polyprotein gp complex lassa virusglycoprotein  gp2 subunit ,lassa mammarenavirus | lassa mammarenavirus,structure of lassa virus glycoprotein bound to fab 18.5c,6p91_Aa,348,Fold 1,0.25
180,6r0x_F,megakaryocyte and platelet inhibitory receptor g6b,homo sapiens,the extracellular domain of g6b-b in complex with fab fragment and dp12 heparin oligosaccharide.,6r0x_F,98,Fold 1,0.5
181,5tqq_A,chloride channel protein,bos taurus,cryo-electron microscopy structure of a bovine clc-k chloride channel  main (class 1) conformation,5tqq_A,603,Fold 1,0.25
182,6vmk_m,unknown,homo sapiens,crystal structure of human complement factor d with anti-factor d fab 20d12,6vmk_m,228,Fold 1,0.022727272727272728
183,2adf_A,von willebrand factor,homo sapiens,crystal structure and paratope determination of 82d6a3  an antithrombotic antibody directed against the von willebrand factor a3-domain,2adf_A,189,Fold 1,0.5
184,6lfo_ABC,guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 ,homo sapiens | homo sapiens | homo sapiens,cryo-em structure of a class a gpcr monomer,6lfo_ABC,625,Fold 1,0.16666666666666666
185,2kh2_A,interleukin-1 beta,homo sapiens,solution structure of a scfv-il-1b complex,2kh2_A,153,Fold 1,0.00308641975308642
186,6i8s_C,plasminogen activator inhibitor 1,homo sapiens,discovery and characterisation of an antibody that selectively modulates the inhibitory activity of plasminogen activator inhibitor- 1,6i8s_C,363,Fold 1,0.25
187,7ks9_B,spike glycoprotein,severe acute respiratory syndrome coronavirus2 ,cryo-em structure of prefusion sars-cov-2 spike glycoprotein in complex with 910-30 fab,7ks9_B,987,Fold 1,0.008547008547008546
188,5esv_G,2-c-methyl-d-erythritol 2 4-cyclodiphosphate synthase envelope glycoprotein gp160 ,"haemophilus influenzae, human immunodeficiencyvirus 1, haemophilus influenzae (strain atcc 51907 / dsm 11121 / kw20 / rd) ",crystal structure of broadly neutralizing antibody ch03  isolated from donor ch0219  in complex with scaffolded trimeric hiv-1 env v1v2 domain from the clade c superinfecting strain of donor cap256.,5esv_G,187,Fold 1,0.0625
189,2kh2_A,interleukin-1 beta,homo sapiens,solution structure of a scfv-il-1b complex,2kh2_A,153,Fold 1,0.00308641975308642
190,7cws_O,spike glycoprotein,severe acute respiratory syndrome coronavirus2 ,sars-cov-2 spike proteins trimer in complex with fc05 and h014 fabs cocktail,7cws_O,1076,Fold 1,0.001736111111111111
191,2kh2_A,interleukin-1 beta,homo sapiens,solution structure of a scfv-il-1b complex,2kh2_A,153,Fold 1,0.00308641975308642
192,7jv4_C,sars-cov-2 spike glycoprotein,severe acute respiratory syndrome coronavirus2 ,sars-cov-2 spike in complex with the s2h13 neutralizing antibody (one rbd open),7jv4_C,963,Fold 1,0.015873015873015872
193,6pzz_D,neuraminidase,influenza a virus(a/environment/shanghai/s1439/2013(h7n9)) ,cryoem derived model of na-80 fab in complex with n9 shanghai2,6pzz_D,388,Fold 1,0.010416666666666666
194,6zdg_E,spike glycoprotein,severe acute respiratory syndrome coronavirus2 ,association of three complexes of largely structurally disordered spike ectodomain with bound ey6a fab,6zdg_E,194,Fold 1,0.000512295081967213
195,6x40_B,gamma-aminobutyric acid receptor subunit alpha-1,homo sapiens,human gabaa receptor alpha1-beta2-gamma2 subtype in complex with gaba plus picrotoxin,6x40_B,338,Fold 1,0.05
196,6bpe_D,reticulocyte binding protein 2  putative,plasmodium vivax (strain salvador i),plasmodium vivax reticulocyte binding protein 2b (pvrbp2b) bound to monoclonal antibody 6h1,6bpe_D,302,Fold 1,0.011904761904761904
197,7jum_B,gametocyte surface protein p230,plasmodium falciparum (isolate 3d7),pfs230 d1 domain in complex with neutralizing antibody lmiv230-01,7jum_B,174,Fold 1,0.25
198,7beo_R,spike glycoprotein,severe acute respiratory syndrome coronavirus2 ,crystal structure of the receptor binding domain of sars-cov-2 spike glycoprotein in a ternary complex with covox-253h55l and covox-75 fabs,7beo_R,183,Fold 1,0.000512295081967213
199,2kh2_A,interleukin-1 beta,homo sapiens,solution structure of a scfv-il-1b complex,2kh2_A,153,Fold 1,0.00308641975308642
200,2kh2_A,interleukin-1 beta,homo sapiens,solution structure of a scfv-il-1b complex,2kh2_A,153,Fold 1,0.00308641975308642
201,7cwl_C,spike glycoprotein,severe acute respiratory syndrome coronavirus2 ,sars-cov-2 spike protein and p17 fab complex with one rbd in close state,7cwl_C,1074,Fold 1,0.006944444444444444
202,5esz_C,2-c-methyl-d-erythritol 2 4-cyclodiphosphate synthase envelope glycoprotein gp160 ,"haemophilus influenzae, human immunodeficiencyvirus 1, haemophilus influenzae (strain atcc 51907 / dsm 11121 / kw20 / rd) ",crystal structure of broadly neutralizing antibody ch04  isolated from donor ch0219  in complex with scaffolded trimeric hiv-1 env v1v2 domain from the clade ae strain a244,5esz_C,163,Fold 1,0.25
203,6vrk_A,sodium-dependent serotonin transporter,homo sapiens,cryo-em structure of the wild-type human serotonin transporter complexed with br-paroxetine and 8b6 fab,6vrk_A,541,Fold 1,0.05
204,7jvc_A,sars-cov-2 spike glycoprotein,severe acute respiratory syndrome coronavirus2 ,sars-cov-2 spike in complex with the s2a4 neutralizing antibody fab fragment,7jvc_A,990,Fold 1,0.0028490028490028487
205,6i8s_B,plasminogen activator inhibitor 1,homo sapiens,discovery and characterisation of an antibody that selectively modulates the inhibitory activity of plasminogen activator inhibitor- 1,6i8s_B,363,Fold 1,0.25
206,7czs_B,spike glycoprotein,severe acute respiratory syndrome coronavirus2 ,s protein of sars-cov-2 in complex bound with p5a-1b8_3b,7czs_B,1007,Fold 1,0.002645502645502645
207,7nd4_B,spike glycoprotein,severe acute respiratory syndrome coronavirus2 ,em structure of sars-cov-2 spike glycoprotein in complex with covox-88 fab,7nd4_B,1002,Fold 1,0.0006613756613756612
208,1w72_DF,hla class i histocompatibility antigen | melanoma-associated antigen 1,homo sapiens | homo sapiens,crystal structure of hla-a1:mage-a1 in complex with fab- hyb3,1w72_DF,283,Fold 1,0.16666666666666666
209,6e63_P,pf48/45,plasmodium falciparum,crystal structure of malaria transmission-blocking antigen pfs48/45 6c in complex with antibody tb31f,6e63_P,128,Fold 1,0.125
210,5xj3_L,cytotoxic t-lymphocyte protein 4,homo sapiens,complex structure of ipilimumab-scfv and ctla-4,5xj3_L,115,Fold 1,0.05
211,6ii9_C,hemagglutinin,influenza a virus,crystal structure of h7 hemagglutinin from a/anhui/1/2013 in complex with a human neutralizing antibody l3a-44,6ii9_C,317,Fold 1,0.038461538461538464
212,2kh2_A,interleukin-1 beta,homo sapiens,solution structure of a scfv-il-1b complex,2kh2_A,153,Fold 1,0.00308641975308642
213,7jmp_A,spike protein s1,severe acute respiratory syndrome coronavirus2 ,crystal structure of sars-cov-2 receptor binding domain in complex with neutralizing antibody cova2-39,7jmp_A,165,Fold 1,0.03125
214,6flb_G,domain iii of dengue virus 2,dengue virus 2,3h5 fab bound to ediii of denv 2 xtal form 2,6flb_G,100,Fold 1,0.00641025641025641
215,4utb_B,envelope glycoprotein e,dengue virus 2,crystal structure of dengue 2 virus envelope glycoprotein in complex with the fab fragment of the broadly neutralizing human antibody ede2 a11,4utb_B,390,Fold 1,0.02564102564102564
216,7k90_A,spike glycoprotein,severe acute respiratory syndrome coronavirus2 ,structure of the sars-cov-2 s 6p trimer in complex with the human neutralizing antibody fab fragment  c144,7k90_A,1000,Fold 1,0.002645502645502645
217,5h35_D,membrane protein tric,sulfolobus solfataricus,crystal structures of the tric trimeric intracellular cation channel orthologue from sulfolobus solfataricus,5h35_D,195,Fold 1,0.3333333333333333
218,6m58_B,serum albumin,homo sapiens,crystal structure of a complex between human serum albumin and the antibody fab sl335,6m58_B,550,Fold 1,0.5
219,7kr5_EF,calcium release-activated calcium channel protein 1 | calcium release-activated calcium channel protein 1,drosophila melanogaster | drosophila melanogaster,cryo-em structure of the crac channel orai in an open conformation; h206a gain-of-function mutation in complex with an antibody,7kr5_EF,254,Fold 1,0.3333333333333333
220,6r0x_E,megakaryocyte and platelet inhibitory receptor g6b,homo sapiens,the extracellular domain of g6b-b in complex with fab fragment and dp12 heparin oligosaccharide.,6r0x_E,99,Fold 1,0.5
221,6xkp_B,spike protein s1,severe acute respiratory syndrome coronavirus2 ,crystal structure of sars-cov-2 receptor binding domain in complex with neutralizing antibody cv07-270,6xkp_B,194,Fold 1,0.000512295081967213
222,7dd8_CD,spike glycoprotein | spike glycoprotein,severe acute respiratory syndrome coronavirus2  | severe acute respiratory syndrome coronavirus2 ,s-3c1-f1 structure  one rbd is up and two rbds are down  the up rbd binds with a 3c1 fab,7dd8_CD,2120,Fold 1,0.08333333333333333
223,6os9_AB,guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 ,homo sapiens | homo sapiens,human neurotensin receptor 1 (hntsr1) - gi1 protein complex in canonical conformation (c state),6os9_AB,556,Fold 1,0.017857142857142856
224,4g80_T,voltage-sensor containing phosphatase,ciona intestinalis,crystal structure of voltage sensing domain of ci-vsp with fragment antibody (wt  3.8 a),4g80_T,139,Fold 1,0.125
225,7klh_B,spike glycoprotein,severe acute respiratory syndrome coronavirus2 ,sars-cov-2 rbd in complex with fab 15033-7,7klh_B,195,Fold 1,0.000512295081967213
226,6pzy_F,neuraminidase,influenza a virus(a/environment/shanghai/s1439/2013(h7n9)) ,cryoem derived model of na-73 fab in complex with n9 shanghai2,6pzy_F,388,Fold 1,0.010416666666666666
227,6e63_A,pf48/45,plasmodium falciparum,crystal structure of malaria transmission-blocking antigen pfs48/45 6c in complex with antibody tb31f,6e63_A,124,Fold 1,0.5
228,6i07_D,epithelial cell adhesion molecule,homo sapiens,crystal structure of epcam in complex with scfv,6i07_D,226,Fold 1,0.5
229,6xcm_C,spike glycoprotein,severe acute respiratory syndrome coronavirus2 ,structure of the sars-cov-2 spike glycoprotein in complex with the c105 neutralizing antibody fab fragment (state 1),6xcm_C,985,Fold 1,0.0017094017094017096
230,7jv6_E,sars-cov-2 spike glycoprotein,severe acute respiratory syndrome coronavirus2 ,sars-cov-2 spike in complex with the s2h13 neutralizing antibody (closed conformation),7jv6_E,977,Fold 1,0.005291005291005291
231,7nd4_A,spike glycoprotein,severe acute respiratory syndrome coronavirus2 ,em structure of sars-cov-2 spike glycoprotein in complex with covox-88 fab,7nd4_A,1002,Fold 1,0.0006613756613756612
232,7czy_A,spike glycoprotein,severe acute respiratory syndrome coronavirus2 ,s protein of sars-cov-2 in complex bound with p5a-2f11_2b,7czy_A,1006,Fold 1,0.000496031746031746
233,7che_R,sars-cov-2 receptor binding domain,severe acute respiratory syndrome coronavirus2 ,crystal structure of the sars-cov-2 rbd in complex with bd-236 fab and bd-368-2 fab,7che_R,189,Fold 1,0.0006944444444444446
234,7lss_B,spike glycoprotein,severe acute respiratory syndrome coronavirus2 ,cryo-em structure of the sars-cov-2 spike glycoprotein bound to fab 2- 7,7lss_B,992,Fold 1,0.004273504273504273
235,6bpc_A,reticulocyte binding protein 2  putative,plasmodium vivax (strain salvador i),plasmodium vivax reticulocyte binding protein 2b (pvrbp2b) bound to monoclonal antibody 4f7,6bpc_A,296,Fold 1,0.011904761904761904
